Article Number,Name of the Offer,Card name,Card language,condition,auction date,number of bids,final bid,currency,shipping fee,seller,items sold by seller,images,local path,auction type,url
384572272373,charizard 1 edizione Shadowless PSA 10,Charizard,English,Gebraucht,2021-09-12 10:26:00,1,800.0,EUR,30,fedecari18,15,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charizard/English/800,00/charizard 1 edizione Shadowless PSA 10",Auction,https://www.ebay.de/itm/384572272373?hash=item598a4b2ef5:g:qFwAAOSwRA5hrlCp
265441135732,POKEMON BASE KARTE TAUSCH 1.EDITION 95/102/1999  PSA 10,,,Gebraucht,2021-10-12 20:40:00,7,44.5,EUR,8.49,dane662,76,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/44,50/POKEMON BASE KARTE TAUSCH 1.EDITION 95/102/1999  PSA 10",Auction,https://www.ebay.de/itm/265441135732?hash=item3dcd864c74:g:RGoAAOSweLhhXawg
265441121168,POKEMON BASE KARTE HORNLIU 1.EDITION 69/102/1999  PSA 10,Weedle,German,Gebraucht,2021-10-12 20:50:00,11,62.0,EUR,8.49,dane662,76,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Weedle/German/62,00/POKEMON BASE KARTE HORNLIU 1.EDITION 69/102/1999  PSA 10",Auction,https://www.ebay.de/itm/265441121168?hash=item3dcd861390:g:c9sAAOSwYeBhKlzP
265441144421,POKEMON BASE KARTE FUKANO 1.EDITION 28/102/1999  PSA 10,Growlithe,German,Gebraucht,2021-10-12 21:13:00,12,81.0,EUR,8.49,dane662,76,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Growlithe/German/81,00/POKEMON BASE KARTE FUKANO 1.EDITION 28/102/1999  PSA 10",Auction,https://www.ebay.de/itm/265441144421?hash=item3dcd866e65:g:1qMAAOSwBdBhOiMB
133954160651,"Pokemon Base Set 1st Basis Energie Elektro Gem Mint BGS 9,5 PSA 10 Regrade ?",,,,2021-11-12 19:22:00,12,40.5,EUR,5.99,til-faerb,197,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/40,50/Pokemon Base Set 1st Basis Energie Elektro Gem Mint BGS 9,5 PSA 10 Regrade ?",Auction,https://www.ebay.de/itm/133954160651?hash=item1f304a480b:g:3NkAAOSwRfJhq4Kz
324925420061,Pokemon Karte Glumanda 46/102 Base Set 1 First Edition PSA 10 GEM MT German 1999,Charmander,German,Gebraucht,2021-11-12 20:47:00,17,251.0,EUR,4.99,berneck1987,248,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charmander/German/251,00/Pokemon Karte Glumanda 46/102 Base Set 1 First Edition PSA 10 GEM MT German 1999",Auction,https://www.ebay.de/itm/324925420061?hash=item4ba710721d:g:uWkAAOSwvhthrmWn
324925425070,Pokemon Karte Bisasam 44/102 Base Set 1 First Edition PSA 10 MINT German 1999,Bulbasaur,German,Gebraucht,2021-11-12 20:51:00,4,221.0,EUR,4.99,berneck1987,248,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Bulbasaur/German/221,00/Pokemon Karte Bisasam 44/102 Base Set 1 First Edition PSA 10 MINT German 1999",Auction,https://www.ebay.de/itm/324925425070?hash=item4ba71085ae:g:HcEAAOSwsPBhrmkZ
324925452572,Pokémon Karte Schiggy 63/102 Base Set 1 First Edition PSA 10 GEM MT German 1999,Squirtle,German,Gebraucht,2021-11-12 20:58:00,5,261.0,EUR,4.99,berneck1987,248,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Squirtle/German/261,00/Pokémon Karte Schiggy 63/102 Base Set 1 First Edition PSA 10 GEM MT German 1999",Auction,https://www.ebay.de/itm/324925452572?hash=item4ba710f11c:g:hSEAAOSw3g1hrmsV
294615270754,Pokemon Glumanda 1. Edition PSA 10 GEM Mint Deutsch 46/102 Base Set 1999,Charmander,German,Gebraucht,2021-12-12 17:32:00,61,272.0,EUR,Kostenloser Versand,p3veqaz_9,75,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charmander/German/272,00/Pokemon Glumanda 1. Edition PSA 10 GEM Mint Deutsch 46/102 Base Set 1999",Auction,https://www.ebay.de/itm/294615270754?hash=item4498704562:g:k-oAAOSwAtBhr4xd
294599564779,PSA 10 1 Edition Computersuche Pokémon Base Set 71/102 Deutsch Rare 1999 GEM MT,,,Gebraucht,2021-12-12 19:04:00,35,62.01,EUR,Verkäufer trägt Rücksendekosten,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/62,01/PSA 10 1 Edition Computersuche Pokémon Base Set 71/102 Deutsch Rare 1999 GEM MT",Auction,https://www.ebay.de/itm/294599564779?hash=item4497809deb:g:NZkAAOSwHRxhqNnL
294599566739,PSA 10 1 Edition Falscher Professor Eich Pokémon Base Set 73/102 Deutsch 1999,,,Gebraucht,2021-12-12 19:05:00,14,91.0,EUR,Kostenloser Versand,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/91,00/PSA 10 1 Edition Falscher Professor Eich Pokémon Base Set 73/102 Deutsch 1999",Auction,https://www.ebay.de/itm/294599566739?hash=item449780a593:g:COUAAOSw4tJhqNpl
224725443656,Pokemon PSA Base Basis 1st Edition Bibor DE German PSA 10 gem mint,Beedrill,German,Gebraucht,2021-12-12 19:58:00,18,102.0,EUR,Kostenloser Versand,merch_and_more,186,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Beedrill/German/102,00/Pokemon PSA Base Basis 1st Edition Bibor DE German PSA 10 gem mint",Auction,https://www.ebay.de/itm/224725443656?hash=item3452ae2448:g:pGgAAOSw8dVhrA4O
294600348415,1999 Pokemon German Vulnona Holo 1st Edition Base Set 12/102 Deutsch 1 PSA 10,Ninetales,German,Gebraucht,2021-12-12 20:01:00,31,1360.0,EUR,Kostenloser Versand,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Ninetales/German/1.360,00/1999 Pokemon German Vulnona Holo 1st Edition Base Set 12/102 Deutsch 1 PSA 10",Auction,https://www.ebay.de/itm/294600348415?hash=item44978c92ff:g:sp8AAOSwogtheVoi
224725446014,Pokemon PSA Base Basis 1st Edition Lektroball DE German PSA 10 gem mint,,,Gebraucht,2021-12-12 20:01:00,21,96.0,EUR,Kostenloser Versand,merch_and_more,186,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/96,00/Pokemon PSA Base Basis 1st Edition Lektroball DE German PSA 10 gem mint",Auction,https://www.ebay.de/itm/224725446014?hash=item3452ae2d7e:g:MkcAAOSwk8dhrA7J
224725453528,Pokemon PSA Base Basis 1st Edition Hornliu DE German PSA 10 gem mint,Weedle,German,Gebraucht,2021-12-12 20:13:00,17,81.0,EUR,Kostenloser Versand,merch_and_more,186,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Weedle/German/81,00/Pokemon PSA Base Basis 1st Edition Hornliu DE German PSA 10 gem mint",Auction,https://www.ebay.de/itm/224725453528?hash=item3452ae4ad8:g:IAkAAOSwrcVhrBCS
224725455432,Pokemon PSA Base Basis 1st Edition Computersuche DE German PSA 10 gem mint,,,Gebraucht,2021-12-12 20:15:00,21,41.49,EUR,Kostenloser Versand,merch_and_more,186,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/41,49/Pokemon PSA Base Basis 1st Edition Computersuche DE German PSA 10 gem mint",Auction,https://www.ebay.de/itm/224725455432?hash=item3452ae5248:g:gIMAAOSwN8ZhrBEB
294600348410,PSA 10 1st Edition Nidoking 11/102 Holo 1999 Pokemon 1 German Base Set Deutsch,Nidoking,English,Gebraucht,2021-12-12 20:17:00,65,1510.0,EUR,Kostenloser Versand,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Nidoking/English/1.510,00/PSA 10 1st Edition Nidoking 11/102 Holo 1999 Pokemon 1 German Base Set Deutsch",Auction,https://www.ebay.de/itm/294600348410?hash=item44978c92fa:g:ts8AAOSwOVtgs3ei
224725456232,Pokemon PSA Base Basis 1st Edition Computersuche DE German PSA 10 gem mint (2),,,Gebraucht,2021-12-12 20:17:00,30,61.05,EUR,Kostenloser Versand,merch_and_more,186,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/61,05/Pokemon PSA Base Basis 1st Edition Computersuche DE German PSA 10 gem mint (2)",Auction,https://www.ebay.de/itm/224725456232?hash=item3452ae5568:g:DaAAAOSwxdthrBFm
224725457771,Pokemon PSA Base Basis 1st Edition Rückentwicklungspray German PSA 10 gem mint,,,Gebraucht,2021-12-12 20:19:00,14,61.05,EUR,Kostenloser Versand,merch_and_more,186,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/61,05/Pokemon PSA Base Basis 1st Edition Rückentwicklungspray German PSA 10 gem mint",Auction,https://www.ebay.de/itm/224725457771?hash=item3452ae5b6b:g:VyUAAOSwcMBhrBGo
294600348408,PSA 10 1st Edition Raichu 14/102 Holo 1999 Pokemon 1 German Base Set Deutsch,Raichu,English,Gebraucht,2021-12-12 20:33:00,156,2040.0,EUR,Kostenloser Versand,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Raichu/English/2.040,00/PSA 10 1st Edition Raichu 14/102 Holo 1999 Pokemon 1 German Base Set Deutsch",Auction,https://www.ebay.de/itm/294600348408?hash=item44978c92f8:g:NnUAAOSwnipgs3hI
294599568470,PSA 10 1 Edition Detektor Pokemon Base Set 74/102 Deutsch 1st Rare 1999 GEM MT,,,Gebraucht,2021-12-12 21:02:00,11,97.0,EUR,Kostenloser Versand,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/97,00/PSA 10 1 Edition Detektor Pokemon Base Set 74/102 Deutsch 1st Rare 1999 GEM MT",Auction,https://www.ebay.de/itm/294599568470?hash=item449780ac56:g:avkAAOSwLTdhqNrC
294599581034,PSA 10 1 Edition Digdri Pokémon Base Set 19/102 Deutsch 1st Rare GEM MINT 1999,Dugtrio,German,Gebraucht,2021-12-12 21:04:00,17,102.0,EUR,Kostenloser Versand,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Dugtrio/German/102,00/PSA 10 1 Edition Digdri Pokémon Base Set 19/102 Deutsch 1st Rare GEM MINT 1999",Auction,https://www.ebay.de/itm/294599581034?hash=item449780dd6a:g:SFMAAOSw9JthqNvq
294599584542,PSA 10 1 Edition Bibor Pokémon Base Set 17/102 Deutsch 1st Rare GEM MINT 1999,Beedrill,German,Gebraucht,2021-12-12 21:06:00,31,89.88,EUR,Kostenloser Versand,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Beedrill/German/89,88/PSA 10 1 Edition Bibor Pokémon Base Set 17/102 Deutsch 1st Rare GEM MINT 1999",Auction,https://www.ebay.de/itm/294599584542?hash=item449780eb1e:g:XWwAAOSwAP9hqNyP
294599578421,PSA 10 1 Edition Göre Pokémon Base Set 75/102 Deutsch 1st Rare GEM MINT,,,Gebraucht,2021-12-12 21:08:00,16,64.0,EUR,Verkäufer trägt Rücksendekosten,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/64,00/PSA 10 1 Edition Göre Pokémon Base Set 75/102 Deutsch 1st Rare GEM MINT",Auction,https://www.ebay.de/itm/294599578421?hash=item449780d335:g:x~UAAOSwNCRhqNtJ
294599588651,PSA 10 1 Edition Pokemon Züchter Pokemon Base Set 76/102 Deutsch 1st Rare 1999,,,Gebraucht,2021-12-12 21:12:00,25,86.0,EUR,Kostenloser Versand,baseset,2552,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/86,00/PSA 10 1 Edition Pokemon Züchter Pokemon Base Set 76/102 Deutsch 1st Rare 1999",Auction,https://www.ebay.de/itm/294599588651?hash=item449780fb2b:g:nXwAAOSwgbphqN0J
373813135945,PSA10 Leroy Sane Manchester City Topps Chrome Champions League 2017 Base Card,,,,2021-12-12 22:13:00,13,20.5,EUR,3.99,cardshoper,268,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/20,50/PSA10 Leroy Sane Manchester City Topps Chrome Champions League 2017 Base Card",Auction,https://www.ebay.de/itm/373813135945?hash=item5708ffca49:g:p50AAOSwVSxhqTbh
353808524086,Pokemon Pikachu 1st Edition PSA 10 Base Set 1999 Deutsch 58/102 GEM MT,Pikachu,English,Gebraucht,2021-12-13 09:11:00,82,403.0,EUR,7.5,domessl_0,163,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Pikachu/English/403,00/Pokemon Pikachu 1st Edition PSA 10 Base Set 1999 Deutsch 58/102 GEM MT",Auction,https://www.ebay.de/itm/353808524086?hash=item5260a1a336:g:sHoAAOSwaUZhtNKz
353806253310,Pokemon Arkani 1. Edition 23/102 Base Set Deutsch PSA 10 Gem Mint Original,Arcanine,German,Gebraucht,2021-12-13 17:15:00,11,95.0,EUR,3.7,domessl_0,163,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Arcanine/German/95,00/Pokemon Arkani 1. Edition 23/102 Base Set Deutsch PSA 10 Gem Mint Original",Auction,https://www.ebay.de/itm/353806253310?hash=item52607efcfe:g:oysAAOSwBoBhs3zw
353806254535,PSA 10 1 Edition Digdri Pokémon Base Set 19/102 Deutsch 1st Rare GEM MINT 1999,Dugtrio,German,Gebraucht,2021-12-13 17:17:00,8,92.0,EUR,3.7,domessl_0,163,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Dugtrio/German/92,00/PSA 10 1 Edition Digdri Pokémon Base Set 19/102 Deutsch 1st Rare GEM MINT 1999",Auction,https://www.ebay.de/itm/353806254535?hash=item52607f01c7:g:3mQAAOSwLQZhs31x
353799497104,"1999 Pokemon Quappo (Poliwrath) PSA 10 1st Edition, Base Set 13/102 German",Poliwrath,German,Gebraucht,2021-12-13 20:31:00,32,895.0,EUR,4.99,harr_4371,43,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Poliwrath/German/895,00/1999 Pokemon Quappo (Poliwrath) PSA 10 1st Edition, Base Set 13/102 German",Auction,https://www.ebay.de/itm/353799497104?hash=item526017e590:g:gJEAAOSw-jBhnV7G
185202481266,🎊PSA 10 TRAINER PIEPI-PUPPE 78/102 1st FIRST EDITION SET BASE GERMAN,,,Gebraucht,2021-12-13 23:12:00,16,40.19,EUR,15,simonez1111,823,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/40,19/🎊PSA 10 TRAINER PIEPI-PUPPE 78/102 1st FIRST EDITION SET BASE GERMAN",Auction,https://www.ebay.de/itm/185202481266?hash=item2b1eed9872:g:5EMAAOSwRCthroqe
353807900484,Pokemon Glumanda 1. Edition PSA 10 GEM Mint Deutsch 46/102 Base Set 1999,Charmander,German,Gebraucht,2021-12-14 20:07:00,21,251.0,EUR,7.5,domessl_0,163,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charmander/German/251,00/Pokemon Glumanda 1. Edition PSA 10 GEM Mint Deutsch 46/102 Base Set 1999",Auction,https://www.ebay.de/itm/353807900484?hash=item5260981f44:g:-CUAAOSweSlhtPXB
255279256379,Pokemon Charmander - Base Set - PSA 10 GEM MT - 1999 - english - card #46,Charmander,English,Gebraucht,2021-12-15 15:29:00,,94.0,EUR,Kostenloser Versand,nigel_wenzel,1957,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charmander/English/94,00/Pokemon Charmander - Base Set - PSA 10 GEM MT - 1999 - english - card #46",Sofort-Kaufen,https://www.ebay.de/itm/255279256379?hash=item3b6fd4533b:g:tRQAAOSwG1dhubit
324832146179,Pokemon Dratini 1 Edition 1st Base Set PSA 10 Mint 1999 26/102,Dratini,English,Gebraucht,2021-12-15 16:33:00,,170.0,EUR,Kostenloser Versand,markus.schafhauser,182,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Dratini/English/170,00/Pokemon Dratini 1 Edition 1st Base Set PSA 10 Mint 1999 26/102",Preisvorschlag akzeptiert,https://www.ebay.de/itm/324832146179?hash=item4ba1813303:g:-TQAAOSwY49haKdL
393775060332,Pokemon Mewtwo / Mewtu 10/130 Holo Basis / Base Set NM/Mint (maybe PSA 10),Mewtwo,English,Gebraucht,2021-12-15 18:19:00,2,40.51,EUR,2,aristotelis87,45,[],"cards/ebay/PSA 10s/Mewtwo/English/40,51/Pokemon Mewtwo / Mewtu 10/130 Holo Basis / Base Set NM/Mint (maybe PSA 10)",Auction,https://www.ebay.de/itm/393775060332?hash=item5baed2956c:g:ba4AAOSwv9dhiXl-
115105527418,PSA 10 1st Edition Nebulak 50/102 1999 Pokemon Base Set Versand aus D CH,Gastly,German,Gebraucht,2021-12-15 22:07:00,,177.31,EUR,Kostenloser Versand,5142gr,413,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Gastly/German/177,31/PSA 10 1st Edition Nebulak 50/102 1999 Pokemon Base Set Versand aus D CH",Preisvorschlag akzeptiert,https://www.ebay.de/itm/115105527418?hash=item1accd2f67a:g:TvYAAOSwsR5hmoDH
313785616704,PSA 10 1st Edition Base Set Diglett - Pokemon Base Set,Diglett,English,Gebraucht,2021-12-15 22:39:00,36,172.5,EUR,9.99,scfitzs46,145,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Diglett/English/172,50/PSA 10 1st Edition Base Set Diglett - Pokemon Base Set",Auction,https://www.ebay.de/itm/313785616704?hash=item490f148940:g:WcUAAOSwEQthsSX2
313785618867,PSA 10 1st Edition Base Set Staryu - Pokemon Base Set,Staryu,English,Gebraucht,2021-12-15 22:43:00,30,142.5,EUR,9.99,scfitzs46,145,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Staryu/English/142,50/PSA 10 1st Edition Base Set Staryu - Pokemon Base Set",Auction,https://www.ebay.de/itm/313785618867?hash=item490f1491b3:g:FgsAAOSw9chhsSbG
363652252402,💥 1999 Pokemon Karte PSA 10 | Elektro-Energie | Base-Set | 1.Edition | Deutsch,,,Gebraucht,2021-12-16 09:05:00,,94.99,EUR,2.55,carpuk-76,413,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/94,99/💥 1999 Pokemon Karte PSA 10 | Elektro-Energie | Base-Set | 1.Edition | Deutsch",Preisvorschlag akzeptiert,https://www.ebay.de/itm/363652252402?hash=item54ab5d02f2:g:d2gAAOSwfelhs9DA
133915654324,"PSA 10 Pokemon Dark Venusaur, Ivysaur beste Spiel Turnier Sieger Stempel Preis",Ivysaur,English,Gebraucht,2021-12-16 09:43:00,,306.35,EUR,15.61,collhip-0,42,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Ivysaur/English/306,35/PSA 10 Pokemon Dark Venusaur, Ivysaur beste Spiel Turnier Sieger Stempel Preis",Preisvorschlag akzeptiert,https://www.ebay.de/itm/133915654324?hash=item1f2dfeb8b4:g:sucAAOSwRI9hkBDt
115105555565,PSA 10 1st Edition Tauboga 22/102 1999 Pokemon Base Set Versand aus D CH,Pidgeotto,German,Gebraucht,2021-12-16 16:43:00,,199.0,EUR,Kostenloser Versand,5142gr,413,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Pidgeotto/German/199,00/PSA 10 1st Edition Tauboga 22/102 1999 Pokemon Base Set Versand aus D CH",Preisvorschlag akzeptiert,https://www.ebay.de/itm/115105555565?hash=item1accd3646d:g:edwAAOSwM~BhmoXa
115105558089,PSA 10 1st Edition Elektek 20/102 1999 Pokemon Base Set Versand aus D CH,Electabuzz,German,Gebraucht,2021-12-16 16:43:00,,299.0,EUR,Kostenloser Versand,5142gr,413,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Electabuzz/German/299,00/PSA 10 1st Edition Elektek 20/102 1999 Pokemon Base Set Versand aus D CH",Preisvorschlag akzeptiert,https://www.ebay.de/itm/115105558089?hash=item1accd36e49:g:xOcAAOSwOdNhmoaT
115105565105,PSA 10 1st Edition Kampf Energie 97/102 1999 Pokemon Base Set Versand aus D CH,,,Gebraucht,2021-12-16 18:31:00,,105.91,EUR,Kostenloser Versand,5142gr,413,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/105,91/PSA 10 1st Edition Kampf Energie 97/102 1999 Pokemon Base Set Versand aus D CH",Sofort-Kaufen,https://www.ebay.de/itm/115105565105?hash=item1accd389b1:g:TjcAAOSwPuZhmoix
194617028438,Pokemon Base Set 1. Edition * Energie Elektro * Deutsch * PSA 10 * 1995,,,Gebraucht,2021-12-16 20:00:00,4,65.0,EUR,4.39,domubel0,83,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/65,00/Pokemon Base Set 1. Edition * Energie Elektro * Deutsch * PSA 10 * 1995",Auction,https://www.ebay.de/itm/194617028438?hash=item2d50142f56:g:q5MAAOSwNpFhpniA
194617032274,Pokemon Base Set 1. Edition * Energie Grün * Deutsch * PSA 10,,,Gebraucht,2021-12-16 20:03:00,6,75.0,EUR,4.39,domubel0,83,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/75,00/Pokemon Base Set 1. Edition * Energie Grün * Deutsch * PSA 10",Auction,https://www.ebay.de/itm/194617032274?hash=item2d50143e52:g:bQEAAOSwM8phpneX
144326102822,Dodu 48/102 1st Edition Base Set 1999 PSA 10 Pokemonkarte DE,Doduo,German,,2021-12-17 17:26:00,24,77.5,EUR,Kostenloser Versand,rainbowenergy_tcg,434,[],,Auction,https://www.ebay.de/itm/144326102822?hash=item219a818f26:g:xVsAAOSw0IZhlYFX
144326102828,Magnetilo 53/102 1st Edition Base Set 1999 PSA 10 Pokemonkarte DE,Magnemite,German,,2021-12-17 17:26:00,21,88.0,EUR,Kostenloser Versand,rainbowenergy_tcg,434,[],,Auction,https://www.ebay.de/itm/144326102828?hash=item219a818f2c:g:GpsAAOSw-PJhlYDl
144326102851,PlusPower 84/102 1st Edition Base Set 1999 PSA 10 Pokemonkarte DE,,,,2021-12-17 17:26:00,16,56.01,EUR,Kostenloser Versand,rainbowenergy_tcg,434,[],,Auction,https://www.ebay.de/itm/144326102851?hash=item219a818f43:g:dgkAAOSwZwJhlX8W
144326102894,Professor Eich 88/102 1st Edition Base Set 1999 PSA 10 Pokemonkarte DE,,,,2021-12-17 17:26:00,18,61.0,EUR,Kostenloser Versand,rainbowenergy_tcg,434,[],,Auction,https://www.ebay.de/itm/144326102894?hash=item219a818f6e:g:n54AAOSw5x9hlX26
144326102853,Pokemon-Flöte 86/102 1st Edition Base Set 1999 PSA 10 Pokemonkarte DE,,,,2021-12-17 17:26:00,10,61.01,EUR,Kostenloser Versand,rainbowenergy_tcg,434,[],,Auction,https://www.ebay.de/itm/144326102853?hash=item219a818f45:g:rO8AAOSwtKxhlX6i
144326102852,Jurob 41/102 1st Edition Base Set 1999 PSA 10 Pokemonkarte DE,Seel,German,,2021-12-17 17:26:00,21,71.0,EUR,Kostenloser Versand,rainbowenergy_tcg,434,[],,Auction,https://www.ebay.de/itm/144326102852?hash=item219a818f44:g:A5QAAOSwOQlhlYJp
144326102855,Jugong 25/102 1st Edition Base Set 1999 PSA 10 Pokemonkarte DE,Dewgong,German,,2021-12-17 17:26:00,16,72.0,EUR,Kostenloser Versand,rainbowenergy_tcg,434,[],,Auction,https://www.ebay.de/itm/144326102855?hash=item219a818f47:g:fFoAAOSwjnphlYOz
144326102904,Starmie 64/102 1st Edition Base Set 1999 PSA 10 Pokemonkarte DE,Starmie,English,,2021-12-17 17:26:00,23,76.13,EUR,Kostenloser Versand,rainbowenergy_tcg,434,[],,Auction,https://www.ebay.de/itm/144326102904?hash=item219a818f78:g:YEEAAOSwznhhlYAt
144326102869,Digda 47/102 1st Edition Base Set 1999 PSA 10 Pokemonkarte DE,Diglett,German,,2021-12-17 17:26:00,15,77.0,EUR,Kostenloser Versand,rainbowenergy_tcg,434,[],,Auction,https://www.ebay.de/itm/144326102869?hash=item219a818f55:g:x1EAAOSwTdNhlYGI
144326102835,Kokuna 33/102 1st Edition Base Set 1999 PSA 10 Pokemonkarte DE,Kakuna,German,,2021-12-17 17:26:00,17,77.0,EUR,Kostenloser Versand,rainbowenergy_tcg,434,[],,Auction,https://www.ebay.de/itm/144326102835?hash=item219a818f33:g:~NcAAOSwrGVhlYM6
144326102832,Sterndu 65/102 1st Edition Base Set 1999 PSA 10 Pokemonkarte DE,Staryu,German,,2021-12-17 17:26:00,25,88.0,EUR,Kostenloser Versand,rainbowenergy_tcg,434,[],,Auction,https://www.ebay.de/itm/144326102832?hash=item219a818f30:g:IzEAAOSwVkhhlX-q
294622119994,[Pokemon PSA 10 Karte] 1st Edition Base Set - Trainer Beleber,,,Gebraucht,2021-12-18 19:04:00,9,56.0,EUR,4.99,dast_business,853,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/56,00/[Pokemon PSA 10 Karte] 1st Edition Base Set - Trainer Beleber",Auction,https://www.ebay.de/itm/294622119994?hash=item4498d8c83a:g:gU4AAOSw1kFgtlAG
294622121653,[Pokemon PSA 10 Karte] 1st Edition Base Set - Dodu,Doduo,German,Gebraucht,2021-12-18 19:10:00,9,56.0,EUR,4.99,dast_business,853,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Doduo/German/56,00/[Pokemon PSA 10 Karte] 1st Edition Base Set - Dodu",Auction,https://www.ebay.de/itm/294622121653?hash=item4498d8ceb5:g:fGYAAOSwbF9gtk5f
